id,date,item_name,items_viewed,items_added_to_cart,items_purchased,item_revenue,created_at
3362,2026-01-21,Amostra para Cães - 50g / Compra única,134,32,0,0.00,2026-03-13 11:33:27.902531+00
3369,2026-01-21,Amostra para Gatos - 50g / Compra única,96,45,0,0.00,2026-03-13 11:33:27.902531+00
3379,2026-01-21,Comida de Dragão - Original® - 90g / Compra única,41,15,0,0.00,2026-03-13 11:33:27.902531+00
3428,2026-01-21,Kit Comida de Dragão - Original - 270g / Compra única,4,1,0,0.00,2026-03-13 11:33:27.902531+00
3429,2026-01-21,Suplemento Integral - 180g / Compra única,4,0,0,0.00,2026-03-13 11:33:27.902531+00
3394,2026-01-21,Mordida de Dragão - Spirulina - 180g / Compra única,15,1,0,0.00,2026-03-13 11:33:27.902531+00
3409,2026-01-21,Mordida de Dragão - Legumes - 180g / Compra única,10,2,0,0.00,2026-03-13 11:33:27.902531+00
3410,2026-01-21,Suplemento para Gatos - 180g / Compra única,10,0,0,0.00,2026-03-13 11:33:27.902531+00
3414,2026-01-21,Kit Completo Comida de Dragão - 180g / Compra única,9,0,0,0.00,2026-03-13 11:33:27.902531+00
3421,2026-01-21,Suplemento Concentrado - 200g / Compra única,6,0,0,0.00,2026-03-13 11:33:27.902531+00
3424,2026-01-21,Grub - Répteis & Anfíbios - 120g / Compra única,5,0,0,0.00,2026-03-13 11:33:27.902531+00
3477,2026-01-21,Amostra para Cães,0,0,7,0.07,2026-03-13 11:33:27.902531+00
3478,2026-01-21,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,25,0,0.00,2026-03-13 11:33:27.902531+00
3479,2026-01-21,Amostra para Gatos,0,0,11,0.11,2026-03-13 11:33:27.902531+00
3480,2026-01-21,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,21,0,0.00,2026-03-13 11:33:27.902531+00
3481,2026-01-21,Comida de Dragão - Original®,0,0,2,77.80,2026-03-13 11:33:27.902531+00
3482,2026-01-21,Comida de Dragão - Original® - 90g / Compra única - 90g / Compra única,0,3,0,0.00,2026-03-13 11:33:27.902531+00
3484,2026-01-22,Amostra para Cães - 50g / Compra única,128,31,0,0.00,2026-03-13 11:33:28.86991+00
3490,2026-01-22,Amostra para Gatos - 50g / Compra única,84,33,0,0.00,2026-03-13 11:33:28.86991+00
3496,2026-01-22,Comida de Dragão - Original® - 90g / Compra única,56,5,0,0.00,2026-03-13 11:33:28.86991+00
3515,2026-01-22,Mordida de Dragão - Spirulina - 180g / Compra única,11,3,0,0.00,2026-03-13 11:33:28.86991+00
3518,2026-01-22,Grub - Répteis & Anfíbios - 120g / Compra única,10,3,0,0.00,2026-03-13 11:33:28.86991+00
3519,2026-01-22,Mordida de Dragão - Legumes - 180g / Compra única,10,0,0,0.00,2026-03-13 11:33:28.86991+00
3520,2026-01-22,Suplemento para Gatos - 180g / Compra única,10,0,0,0.00,2026-03-13 11:33:28.86991+00
3534,2026-01-22,Kit Completo Comida de Dragão - 180g / Compra única,6,1,0,0.00,2026-03-13 11:33:28.86991+00
3541,2026-01-22,Suplemento Concentrado - 200g / Compra única,4,0,0,0.00,2026-03-13 11:33:28.86991+00
3542,2026-01-22,Suplemento Integral - 180g / Compra única,4,0,0,0.00,2026-03-13 11:33:28.86991+00
3557,2026-01-22,Kit Comida de Dragão - Original - 270g / Compra única,1,0,0,0.00,2026-03-13 11:33:28.86991+00
3560,2026-01-22,Amostra para Cães,0,0,11,0.11,2026-03-13 11:33:28.86991+00
3561,2026-01-22,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,8,0,0.00,2026-03-13 11:33:28.86991+00
3562,2026-01-22,Amostra para Gatos,0,0,10,0.10,2026-03-13 11:33:28.86991+00
3563,2026-01-22,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,5,0,0.00,2026-03-13 11:33:28.86991+00
3564,2026-01-22,Comida de Dragão - Original®,0,0,4,155.60,2026-03-13 11:33:28.86991+00
3565,2026-01-22,Mordida de Dragão - Spirulina,0,0,1,38.90,2026-03-13 11:33:28.86991+00
3566,2026-01-22,Mordida de Dragão - Spirulina - 180g / Compra única - 180g / Compra única,0,1,0,0.00,2026-03-13 11:33:28.86991+00
3485,2026-01-23,Amostra para Cães - 50g / Compra única,127,22,0,0.00,2026-03-13 11:33:28.86991+00
3491,2026-01-23,Amostra para Gatos - 50g / Compra única,81,35,0,0.00,2026-03-13 11:33:28.86991+00
3502,2026-01-23,Comida de Dragão - Original® - 90g / Compra única,40,7,0,0.00,2026-03-13 11:33:28.86991+00
3514,2026-01-23,Grub - Répteis & Anfíbios - 120g / Compra única,12,0,0,0.00,2026-03-13 11:33:28.86991+00
3516,2026-01-23,Suplemento para Gatos - 180g / Compra única,11,0,0,0.00,2026-03-13 11:33:28.86991+00
3521,2026-01-23,Mordida de Dragão - Spirulina - 180g / Compra única,10,0,0,0.00,2026-03-13 11:33:28.86991+00
3523,2026-01-23,Suplemento Concentrado - 200g / Compra única,9,3,0,0.00,2026-03-13 11:33:28.86991+00
3526,2026-01-23,Mordida de Dragão - Legumes - 180g / Compra única,8,0,0,0.00,2026-03-13 11:33:28.86991+00
3529,2026-01-23,Suplemento Integral - 180g / Compra única,7,1,0,0.00,2026-03-13 11:33:28.86991+00
3536,2026-01-23,Kit Completo Comida de Dragão - 180g / Compra única,5,0,0,0.00,2026-03-13 11:33:28.86991+00
3543,2026-01-23,Kit Comida de Dragão - Original - 270g / Compra única,4,1,0,0.00,2026-03-13 11:33:28.86991+00
3567,2026-01-23,Amostra para Cães,0,0,1,0.01,2026-03-13 11:33:28.86991+00
3568,2026-01-23,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,7,0,0.00,2026-03-13 11:33:28.86991+00
3569,2026-01-23,Amostra para Gatos,0,0,10,0.10,2026-03-13 11:33:28.86991+00
3570,2026-01-23,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,2,0,0.00,2026-03-13 11:33:28.86991+00
3571,2026-01-23,Comida de Dragão - Original® - 90g / Compra única - 90g / Compra única,0,5,0,0.00,2026-03-13 11:33:28.86991+00
3488,2026-01-24,Amostra para Cães - 50g / Compra única,118,28,0,0.00,2026-03-13 11:33:28.86991+00
3495,2026-01-24,Amostra para Gatos - 50g / Compra única,58,33,0,0.00,2026-03-13 11:33:28.86991+00
3503,2026-01-24,Comida de Dragão - Original® - 90g / Compra única,38,7,0,0.00,2026-03-13 11:33:28.86991+00
3508,2026-01-24,Mordida de Dragão - Spirulina - 180g / Compra única,16,0,0,0.00,2026-03-13 11:33:28.86991+00
3511,2026-01-24,Suplemento para Gatos - 180g / Compra única,14,0,0,0.00,2026-03-13 11:33:28.86991+00
3524,2026-01-24,Mordida de Dragão - Legumes - 180g / Compra única,9,0,0,0.00,2026-03-13 11:33:28.86991+00
3530,2026-01-24,Grub - Répteis & Anfíbios - 120g / Compra única,7,0,0,0.00,2026-03-13 11:33:28.86991+00
3535,2026-01-24,Suplemento Concentrado - 200g / Compra única,6,0,0,0.00,2026-03-13 11:33:28.86991+00
3544,2026-01-24,Kit Completo Comida de Dragão - 180g / Compra única,4,0,0,0.00,2026-03-13 11:33:28.86991+00
3550,2026-01-24,Suplemento Integral - 180g / Compra única,3,0,0,0.00,2026-03-13 11:33:28.86991+00
3558,2026-01-24,Kit Comida de Dragão - Original - 270g / Compra única,1,1,0,0.00,2026-03-13 11:33:28.86991+00
3572,2026-01-24,Amostra para Cães,0,0,3,0.03,2026-03-13 11:33:28.86991+00
3573,2026-01-24,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,9,0,0.00,2026-03-13 11:33:28.86991+00
3574,2026-01-24,Amostra para Gatos,0,0,6,0.06,2026-03-13 11:33:28.86991+00
3575,2026-01-24,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,1,0,0.00,2026-03-13 11:33:28.86991+00
3576,2026-01-24,Comida de Dragão - Original®,0,0,3,116.70,2026-03-13 11:33:28.86991+00
3582,2026-01-25,Kit Comida de Dragão - Original,0,0,2,199.80,2026-03-13 11:33:28.86991+00
3483,2026-01-25,Amostra para Cães - 50g / Compra única,149,39,0,0.00,2026-03-13 11:33:28.86991+00
3492,2026-01-25,Amostra para Gatos - 50g / Compra única,77,39,0,0.00,2026-03-13 11:33:28.86991+00
3499,2026-01-25,Comida de Dragão - Original® - 90g / Compra única,47,7,0,0.00,2026-03-13 11:33:28.86991+00
3506,2026-01-25,Grub - Répteis & Anfíbios - 120g / Compra única,21,0,0,0.00,2026-03-13 11:33:28.86991+00
3507,2026-01-25,Mordida de Dragão - Spirulina - 180g / Compra única,19,2,0,0.00,2026-03-13 11:33:28.86991+00
3509,2026-01-25,Mordida de Dragão - Legumes - 180g / Compra única,15,0,0,0.00,2026-03-13 11:33:28.86991+00
3527,2026-01-25,Suplemento Concentrado - 200g / Compra única,8,0,0,0.00,2026-03-13 11:33:28.86991+00
3528,2026-01-25,Suplemento para Gatos - 180g / Compra única,8,1,0,0.00,2026-03-13 11:33:28.86991+00
3531,2026-01-25,Kit Completo Comida de Dragão - 180g / Compra única,7,1,0,0.00,2026-03-13 11:33:28.86991+00
3537,2026-01-25,Suplemento Integral - 180g / Compra única,5,1,0,0.00,2026-03-13 11:33:28.86991+00
3545,2026-01-25,Kit Comida de Dragão - Original - 270g / Compra única,4,2,0,0.00,2026-03-13 11:33:28.86991+00
3577,2026-01-25,Amostra para Cães,0,0,4,0.04,2026-03-13 11:33:28.86991+00
3578,2026-01-25,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,19,0,0.00,2026-03-13 11:33:28.86991+00
3579,2026-01-25,Amostra para Gatos,0,0,9,0.09,2026-03-13 11:33:28.86991+00
3580,2026-01-25,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,35,0,0.00,2026-03-13 11:33:28.86991+00
3581,2026-01-25,Comida de Dragão - Original®,0,0,1,38.90,2026-03-13 11:33:28.86991+00
3583,2026-01-25,Kit Completo Comida de Dragão,0,0,1,99.90,2026-03-13 11:33:28.86991+00
3584,2026-01-25,Suplemento para Gatos,0,0,1,110.00,2026-03-13 11:33:28.86991+00
3487,2026-01-26,Amostra para Cães - 50g / Compra única,123,29,0,0.00,2026-03-13 11:33:28.86991+00
3494,2026-01-26,Amostra para Gatos - 50g / Compra única,68,37,0,0.00,2026-03-13 11:33:28.86991+00
3498,2026-01-26,Comida de Dragão - Original® - 90g / Compra única,49,10,0,0.00,2026-03-13 11:33:28.86991+00
3504,2026-01-26,Mordida de Dragão - Spirulina - 180g / Compra única,34,2,0,0.00,2026-03-13 11:33:28.86991+00
3505,2026-01-26,Mordida de Dragão - Legumes - 180g / Compra única,25,3,0,0.00,2026-03-13 11:33:28.86991+00
3510,2026-01-26,Suplemento Concentrado - 200g / Compra única,15,0,0,0.00,2026-03-13 11:33:28.86991+00
3517,2026-01-26,Suplemento para Gatos - 180g / Compra única,11,2,0,0.00,2026-03-13 11:33:28.86991+00
3538,2026-01-26,Suplemento Integral - 180g / Compra única,5,3,0,0.00,2026-03-13 11:33:28.86991+00
3546,2026-01-26,Grub - Répteis & Anfíbios - 120g / Compra única,4,1,0,0.00,2026-03-13 11:33:28.86991+00
3551,2026-01-26,Kit Completo Comida de Dragão - 180g / Compra única,3,1,0,0.00,2026-03-13 11:33:28.86991+00
3555,2026-01-26,Kit Comida de Dragão - Original - 270g / Compra única,2,0,0,0.00,2026-03-13 11:33:28.86991+00
3585,2026-01-26,Amostra para Cães,0,0,9,0.09,2026-03-13 11:33:28.86991+00
3586,2026-01-26,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,12,0,0.00,2026-03-13 11:33:28.86991+00
3587,2026-01-26,Amostra para Gatos,0,0,7,0.07,2026-03-13 11:33:28.86991+00
3588,2026-01-26,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,14,0,0.00,2026-03-13 11:33:28.86991+00
3589,2026-01-26,Comida de Dragão - Original®,0,0,3,116.70,2026-03-13 11:33:28.86991+00
3590,2026-01-26,Mordida de Dragão - Legumes,0,0,2,77.80,2026-03-13 11:33:28.86991+00
3591,2026-01-26,Mordida de Dragão - Spirulina,0,0,1,38.90,2026-03-13 11:33:28.86991+00
3486,2026-01-27,Amostra para Cães - 50g / Compra única,124,38,0,0.00,2026-03-13 11:33:28.86991+00
3493,2026-01-27,Amostra para Gatos - 50g / Compra única,69,29,0,0.00,2026-03-13 11:33:28.86991+00
3501,2026-01-27,Comida de Dragão - Original® - 90g / Compra única,42,5,0,0.00,2026-03-13 11:33:28.86991+00
3512,2026-01-27,Mordida de Dragão - Legumes - 180g / Compra única,14,0,0,0.00,2026-03-13 11:33:28.86991+00
3522,2026-01-27,Mordida de Dragão - Spirulina - 180g / Compra única,10,0,0,0.00,2026-03-13 11:33:28.86991+00
3525,2026-01-27,Suplemento para Gatos - 180g / Compra única,9,0,0,0.00,2026-03-13 11:33:28.86991+00
3547,2026-01-27,Grub - Répteis & Anfíbios - 120g / Compra única,4,0,0,0.00,2026-03-13 11:33:28.86991+00
3548,2026-01-27,Suplemento Integral - 180g / Compra única,4,0,0,0.00,2026-03-13 11:33:28.86991+00
3552,2026-01-27,Kit Completo Comida de Dragão - 180g / Compra única,3,0,0,0.00,2026-03-13 11:33:28.86991+00
3553,2026-01-27,Suplemento Concentrado - 200g / Compra única,3,0,0,0.00,2026-03-13 11:33:28.86991+00
3556,2026-01-27,Kit Comida de Dragão - Original - 270g / Compra única,2,0,0,0.00,2026-03-13 11:33:28.86991+00
3592,2026-01-27,Amostra para Cães,0,0,4,0.04,2026-03-13 11:33:28.86991+00
3593,2026-01-27,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,24,0,0.00,2026-03-13 11:33:28.86991+00
3594,2026-01-27,Amostra para Gatos,0,0,1,0.01,2026-03-13 11:33:28.86991+00
3595,2026-01-27,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,6,0,0.00,2026-03-13 11:33:28.86991+00
3596,2026-01-27,Comida de Dragão - Original®,0,0,2,77.80,2026-03-13 11:33:28.86991+00
3489,2026-01-28,Amostra para Cães - 50g / Compra única,111,43,0,0.00,2026-03-13 11:33:28.86991+00
3497,2026-01-28,Amostra para Gatos - 50g / Compra única,52,33,0,0.00,2026-03-13 11:33:28.86991+00
3500,2026-01-28,Comida de Dragão - Original® - 90g / Compra única,46,8,0,0.00,2026-03-13 11:33:28.86991+00
3513,2026-01-28,Mordida de Dragão - Spirulina - 180g / Compra única,14,0,0,0.00,2026-03-13 11:33:28.86991+00
3532,2026-01-28,Mordida de Dragão - Legumes - 180g / Compra única,7,0,0,0.00,2026-03-13 11:33:28.86991+00
3533,2026-01-28,Suplemento para Gatos - 180g / Compra única,7,0,0,0.00,2026-03-13 11:33:28.86991+00
3539,2026-01-28,Suplemento Concentrado - 200g / Compra única,5,0,0,0.00,2026-03-13 11:33:28.86991+00
3540,2026-01-28,Suplemento Integral - 180g / Compra única,5,3,0,0.00,2026-03-13 11:33:28.86991+00
3549,2026-01-28,Kit Completo Comida de Dragão - 180g / Compra única,4,1,0,0.00,2026-03-13 11:33:28.86991+00
3554,2026-01-28,Grub - Répteis & Anfíbios - 120g / Compra única,3,0,0,0.00,2026-03-13 11:33:28.86991+00
3559,2026-01-28,Kit Comida de Dragão - Original - 270g / Compra única,1,2,0,0.00,2026-03-13 11:33:28.86991+00
3597,2026-01-28,Amostra para Cães,0,0,6,0.06,2026-03-13 11:33:28.86991+00
3598,2026-01-28,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,17,0,0.00,2026-03-13 11:33:28.86991+00
3599,2026-01-28,Amostra para Gatos,0,0,2,0.02,2026-03-13 11:33:28.86991+00
3600,2026-01-28,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,12,0,0.00,2026-03-13 11:33:28.86991+00
3601,2026-01-28,Comida de Dragão - Original® - 90g / Compra única - 90g / Compra única,0,3,0,0.00,2026-03-13 11:33:28.86991+00
3604,2026-01-29,Amostra para Cães - 50g / Compra única,111,34,0,0.00,2026-03-13 11:33:29.894694+00
3608,2026-01-29,Amostra para Gatos - 50g / Compra única,65,44,0,0.00,2026-03-13 11:33:29.894694+00
3622,2026-01-29,Comida de Dragão - Original® - 90g / Compra única,26,5,0,0.00,2026-03-13 11:33:29.894694+00
3649,2026-01-29,Suplemento Concentrado - 200g / Compra única,6,4,0,0.00,2026-03-13 11:33:29.894694+00
3653,2026-01-29,Suplemento Integral - 180g / Compra única,5,0,0,0.00,2026-03-13 11:33:29.894694+00
3654,2026-01-29,Suplemento para Gatos - 180g / Compra única,5,0,0,0.00,2026-03-13 11:33:29.894694+00
3657,2026-01-29,Mordida de Dragão - Legumes - 180g / Compra única,4,5,0,0.00,2026-03-13 11:33:29.894694+00
3658,2026-01-29,Mordida de Dragão - Spirulina - 180g / Compra única,4,1,0,0.00,2026-03-13 11:33:29.894694+00
3663,2026-01-29,Grub - Répteis & Anfíbios - 120g / Compra única,3,0,0,0.00,2026-03-13 11:33:29.894694+00
3673,2026-01-29,Kit Comida de Dragão - Original - 270g / Compra única,1,0,0,0.00,2026-03-13 11:33:29.894694+00
3674,2026-01-29,Kit Completo Comida de Dragão - 180g / Compra única,1,1,0,0.00,2026-03-13 11:33:29.894694+00
3677,2026-01-29,Amostra para Cães,0,0,5,0.05,2026-03-13 11:33:29.894694+00
3678,2026-01-29,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,4,0,0.00,2026-03-13 11:33:29.894694+00
3679,2026-01-29,Amostra para Gatos,0,0,8,0.08,2026-03-13 11:33:29.894694+00
3680,2026-01-29,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,11,0,0.00,2026-03-13 11:33:29.894694+00
3602,2026-01-30,Amostra para Cães - 50g / Compra única,126,36,0,0.00,2026-03-13 11:33:29.894694+00
3607,2026-01-30,Amostra para Gatos - 50g / Compra única,66,26,0,0.00,2026-03-13 11:33:29.894694+00
3610,2026-01-30,Comida de Dragão - Original® - 90g / Compra única,61,1,0,0.00,2026-03-13 11:33:29.894694+00
3624,2026-01-30,Mordida de Dragão - Spirulina - 180g / Compra única,20,0,0,0.00,2026-03-13 11:33:29.894694+00
3626,2026-01-30,Mordida de Dragão - Legumes - 180g / Compra única,18,0,0,0.00,2026-03-13 11:33:29.894694+00
3634,2026-01-30,Suplemento para Gatos - 180g / Compra única,11,0,0,0.00,2026-03-13 11:33:29.894694+00
3645,2026-01-30,Suplemento Integral - 180g / Compra única,7,0,0,0.00,2026-03-13 11:33:29.894694+00
3650,2026-01-30,Suplemento Concentrado - 200g / Compra única,6,2,0,0.00,2026-03-13 11:33:29.894694+00
3659,2026-01-30,Kit Completo Comida de Dragão - 180g / Compra única,4,1,0,0.00,2026-03-13 11:33:29.894694+00
3669,2026-01-30,Grub - Répteis & Anfíbios - 120g / Compra única,2,0,0,0.00,2026-03-13 11:33:29.894694+00
3670,2026-01-30,Kit Comida de Dragão - Original - 270g / Compra única,2,0,0,0.00,2026-03-13 11:33:29.894694+00
3681,2026-01-30,Amostra para Cães,0,0,5,0.05,2026-03-13 11:33:29.894694+00
3682,2026-01-30,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,10,0,0.00,2026-03-13 11:33:29.894694+00
3683,2026-01-30,Amostra para Gatos,0,0,9,0.09,2026-03-13 11:33:29.894694+00
3684,2026-01-30,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,43,0,0.00,2026-03-13 11:33:29.894694+00
3685,2026-01-30,Comida de Dragão - Original®,0,0,7,272.30,2026-03-13 11:33:29.894694+00
3686,2026-01-30,Kit Completo Comida de Dragão,0,0,1,99.90,2026-03-13 11:33:29.894694+00
3687,2026-01-30,Suplemento Concentrado,0,0,2,220.00,2026-03-13 11:33:29.894694+00
3603,2026-01-31,Amostra para Cães - 50g / Compra única,114,29,0,0.00,2026-03-13 11:33:29.894694+00
3615,2026-01-31,Amostra para Gatos - 50g / Compra única,52,26,0,0.00,2026-03-13 11:33:29.894694+00
3621,2026-01-31,Comida de Dragão - Original® - 90g / Compra única,30,4,0,0.00,2026-03-13 11:33:29.894694+00
3646,2026-01-31,Suplemento Concentrado - 200g / Compra única,7,0,0,0.00,2026-03-13 11:33:29.894694+00
3647,2026-01-31,Suplemento para Gatos - 180g / Compra única,7,0,0,0.00,2026-03-13 11:33:29.894694+00
3655,2026-01-31,Mordida de Dragão - Spirulina - 180g / Compra única,5,0,0,0.00,2026-03-13 11:33:29.894694+00
3660,2026-01-31,Suplemento Integral - 180g / Compra única,4,0,0,0.00,2026-03-13 11:33:29.894694+00
3664,2026-01-31,Grub - Répteis & Anfíbios - 120g / Compra única,3,0,0,0.00,2026-03-13 11:33:29.894694+00
3671,2026-01-31,Mordida de Dragão - Legumes - 180g / Compra única,2,0,0,0.00,2026-03-13 11:33:29.894694+00
3675,2026-01-31,Kit Comida de Dragão - Original - 270g / Compra única,1,0,0,0.00,2026-03-13 11:33:29.894694+00
3676,2026-01-31,Kit Completo Comida de Dragão - 180g / Compra única,1,1,0,0.00,2026-03-13 11:33:29.894694+00
3688,2026-01-31,Amostra para Cães,0,0,3,0.03,2026-03-13 11:33:29.894694+00
3689,2026-01-31,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,5,0,0.00,2026-03-13 11:33:29.894694+00
3690,2026-01-31,Amostra para Gatos,0,0,5,0.05,2026-03-13 11:33:29.894694+00
3691,2026-01-31,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,3,0,0.00,2026-03-13 11:33:29.894694+00
3692,2026-01-31,Comida de Dragão - Original®,0,0,10,389.00,2026-03-13 11:33:29.894694+00
3693,2026-01-31,Comida de Dragão - Original® - 90g / Compra única - 90g / Compra única,0,9,0,0.00,2026-03-13 11:33:29.894694+00
3605,2026-02-01,Amostra para Cães - 50g / Compra única,111,34,0,0.00,2026-03-13 11:33:29.894694+00
3611,2026-02-01,Amostra para Gatos - 50g / Compra única,60,28,0,0.00,2026-03-13 11:33:29.894694+00
3618,2026-02-01,Comida de Dragão - Original® - 90g / Compra única,46,7,0,0.00,2026-03-13 11:33:29.894694+00
3623,2026-02-01,Mordida de Dragão - Spirulina - 180g / Compra única,22,0,0,0.00,2026-03-13 11:33:29.894694+00
3625,2026-02-01,Mordida de Dragão - Legumes - 180g / Compra única,19,3,0,0.00,2026-03-13 11:33:29.894694+00
3633,2026-02-01,Grub - Répteis & Anfíbios - 120g / Compra única,12,3,0,0.00,2026-03-13 11:33:29.894694+00
3637,2026-02-01,Suplemento Concentrado - 200g / Compra única,10,0,0,0.00,2026-03-13 11:33:29.894694+00
3638,2026-02-01,Suplemento Integral - 180g / Compra única,10,0,0,0.00,2026-03-13 11:33:29.894694+00
3642,2026-02-01,Suplemento para Gatos - 180g / Compra única,9,0,0,0.00,2026-03-13 11:33:29.894694+00
3656,2026-02-01,Kit Completo Comida de Dragão - 180g / Compra única,5,1,0,0.00,2026-03-13 11:33:29.894694+00
3694,2026-02-01,Amostra para Cães,0,0,7,0.07,2026-03-13 11:33:29.894694+00
3695,2026-02-01,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,7,0,0.00,2026-03-13 11:33:29.894694+00
3696,2026-02-01,Amostra para Gatos,0,0,3,0.03,2026-03-13 11:33:29.894694+00
3697,2026-02-01,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,17,0,0.00,2026-03-13 11:33:29.894694+00
3698,2026-02-01,Comida de Dragão - Original®,0,0,4,155.60,2026-03-13 11:33:29.894694+00
3699,2026-02-01,Grub - Répteis & Anfíbios,0,0,3,330.00,2026-03-13 11:33:29.894694+00
3606,2026-02-02,Amostra para Cães - 50g / Compra única,107,14,0,0.00,2026-03-13 11:33:29.894694+00
3612,2026-02-02,Amostra para Gatos - 50g / Compra única,60,29,0,0.00,2026-03-13 11:33:29.894694+00
3619,2026-02-02,Comida de Dragão - Original® - 90g / Compra única,41,11,0,0.00,2026-03-13 11:33:29.894694+00
3627,2026-02-02,Mordida de Dragão - Legumes - 180g / Compra única,17,2,0,0.00,2026-03-13 11:33:29.894694+00
3629,2026-02-02,Suplemento Concentrado - 200g / Compra única,15,1,0,0.00,2026-03-13 11:33:29.894694+00
3635,2026-02-02,Suplemento Integral - 180g / Compra única,11,4,0,0.00,2026-03-13 11:33:29.894694+00
3639,2026-02-02,Mordida de Dragão - Spirulina - 180g / Compra única,10,5,0,0.00,2026-03-13 11:33:29.894694+00
3643,2026-02-02,Suplemento para Gatos - 180g / Compra única,9,1,0,0.00,2026-03-13 11:33:29.894694+00
3665,2026-02-02,Kit Completo Comida de Dragão - 180g / Compra única,3,1,0,0.00,2026-03-13 11:33:29.894694+00
3672,2026-02-02,Kit Comida de Dragão - Original - 270g / Compra única,2,0,0,0.00,2026-03-13 11:33:29.894694+00
3700,2026-02-02,Amostra para Cães,0,0,2,0.02,2026-03-13 11:33:29.894694+00
3701,2026-02-02,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,9,0,0.00,2026-03-13 11:33:29.894694+00
3702,2026-02-02,Amostra para Gatos,0,0,6,0.06,2026-03-13 11:33:29.894694+00
3703,2026-02-02,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,8,0,0.00,2026-03-13 11:33:29.894694+00
3704,2026-02-02,Comida de Dragão - Original®,0,0,6,233.40,2026-03-13 11:33:29.894694+00
3705,2026-02-02,Grub - Répteis & Anfíbios - 120g / Compra única,0,1,0,0.00,2026-03-13 11:33:29.894694+00
3706,2026-02-02,Kit Completo Comida de Dragão,0,0,1,99.90,2026-03-13 11:33:29.894694+00
3707,2026-02-02,Mordida de Dragão - Legumes,0,0,1,38.90,2026-03-13 11:33:29.894694+00
3708,2026-02-02,Mordida de Dragão - Spirulina,0,0,1,38.90,2026-03-13 11:33:29.894694+00
3709,2026-02-02,Suplemento Integral,0,0,2,220.00,2026-03-13 11:33:29.894694+00
3710,2026-02-02,Suplemento Integral - 180g / Compra única - 180g / Compra única,0,1,0,0.00,2026-03-13 11:33:29.894694+00
3613,2026-02-03,Amostra para Gatos - 50g / Compra única,59,25,0,0.00,2026-03-13 11:33:29.894694+00
3616,2026-02-03,Comida de Dragão - Original® - 90g / Compra única,52,17,0,0.00,2026-03-13 11:33:29.894694+00
3617,2026-02-03,Amostra para Cães - 50g / Compra única,50,18,0,0.00,2026-03-13 11:33:29.894694+00
3630,2026-02-03,Suplemento Concentrado - 200g / Compra única,15,0,0,0.00,2026-03-13 11:33:29.894694+00
3631,2026-02-03,Mordida de Dragão - Legumes - 180g / Compra única,14,3,0,0.00,2026-03-13 11:33:29.894694+00
3632,2026-02-03,Mordida de Dragão - Spirulina - 180g / Compra única,13,3,0,0.00,2026-03-13 11:33:29.894694+00
3644,2026-02-03,Suplemento Integral - 180g / Compra única,8,2,0,0.00,2026-03-13 11:33:29.894694+00
3648,2026-02-03,Grub - Répteis & Anfíbios - 120g / Compra única,7,0,0,0.00,2026-03-13 11:33:29.894694+00
3711,2026-02-03,Amostra para Cães,0,0,6,0.06,2026-03-13 11:33:29.894694+00
3661,2026-02-03,Suplemento para Gatos - 180g / Compra única,4,1,0,0.00,2026-03-13 11:33:29.894694+00
3666,2026-02-03,Kit Comida de Dragão - Original - 270g / Compra única,3,2,0,0.00,2026-03-13 11:33:29.894694+00
3667,2026-02-03,Kit Completo Comida de Dragão - 180g / Compra única,3,1,0,0.00,2026-03-13 11:33:29.894694+00
3712,2026-02-03,Amostra para Cães - 50g / Compra única - 50g / Compra única,0,15,0,0.00,2026-03-13 11:33:29.894694+00
3713,2026-02-03,Amostra para Gatos,0,0,4,0.04,2026-03-13 11:33:29.894694+00
3714,2026-02-03,Amostra para Gatos - 50g / Compra única - 50g / Compra única,0,4,0,0.00,2026-03-13 11:33:29.894694+00
3715,2026-02-03,Kit Comida de Dragão - Original,0,0,1,99.90,2026-03-13 11:33:29.894694+00
